id,created_at,text,Rating
9.08677E+17,9/15/2017 13:01,b'Today is National POW/MIA Recognition Day. We remember the American heroes who sacrificed and have not come home.\xe2\x80\xa6 https://t.co/KSr0QHatVU',2
9.08368E+17,9/14/2017 16:32,b'Big announcement on Global Fund to End Modern Slavery. Tune in. https://t.co/crorE8vyy7',1
9.08341E+17,9/14/2017 14:45,b'I will continue to work with @realDonaldTrump to ensure our veterans get the care that they deserve.  Join me --&gt;\xe2\x80\xa6 https://t.co/pYb3zEvt1v',2
9.08034E+17,9/13/2017 18:25,b'I am proud of my 100 percent pro-life voting record. Join me in committing to promote a culture of LIFE.\xe2\x80\xa6 https://t.co/10FQWTWtS1',2
9.07963E+17,9/13/2017 13:43,b'I continue to fight for much needed spending reforms in Washington. Watch my interview with @marthamaccallum: https://t.co/fr0s7ykEuV',2
9.07669E+17,9/12/2017 18:14,"b'\xe2\x80\x9cThe greatest threat to our nation is our inability to get our fiscal house in order..."" https://t.co/MlvsZLp4kh'",0
9.07233E+17,9/11/2017 13:22,"b'We will #NeverForget those we lost on September 11, 2001. Their families and loved ones will always remain in our t\xe2\x80\xa6 https://t.co/nHycQ5Xe8L'",1
9.0664E+17,9/9/2017 22:07,b'Our thoughts and prayers go out to all those in the path of #HurricaneIrma.',2
9.04894E+17,9/5/2017 2:30,b'RT @BillHaslam: Ran into three pretty good quarterbacks before the game. #CFAKickoff https://t.co/JLJGA75YYu',1
9.04706E+17,9/4/2017 14:01,"b""I want to wish everyone and their families a #HappyLaborDay. Let's celebrate the American workers that build up thi\xe2\x80\xa6 https://t.co/ksjqXJvXf2""",2
9.0338E+17,8/31/2017 22:14,"b'Thanks, @realDonaldTrump, for sending a clear message to Putin. There will be consequences when it comes to the treatment of U.S. diplomats.'",2
1.11651E+18,4/12/2019 1:04,b'RT @soledadobrien: Access journalism is a real thing. https://t.co/rba1mdkc1B',1
1.1165E+18,4/12/2019 0:54,b'@realaxelfoley I\xe2\x80\x99m not sure that\xe2\x80\x99s the main thing but my iPhone is stubborn and sometimes I give up.',0
1.1165E+18,4/12/2019 0:53,b'So many \xe2\x80\x9cSavvy Washington Insiders\xe2\x80\x9d and \xe2\x80\x9cfair journalists\xe2\x80\x9d are actually in on the con. They know one side is absolu\xe2\x80\xa6 https://t.co/NMZk84N9yO',0
1.1165E+18,4/12/2019 0:46,"b'This Primary will be emotional. But the moral imperative to stop the inhumanity on the border, act on climate, to p\xe2\x80\xa6 https://t.co/WCt7J3yQrA'",2
1.1165E+18,4/12/2019 0:35,b'This is a next-level tinpot dictator abuse of power and anyone who thinks we can cut an immigration deal with these\xe2\x80\xa6 https://t.co/iIC4PEocSv',0
1.11648E+18,4/11/2019 23:21,b'Whatever the Mueller report shows we are still gonna run on health care. Just wanted to lay that down. But you see\xe2\x80\xa6 https://t.co/ADEIVH1Unl',1
1.11648E+18,4/11/2019 23:11,b'The Republican Party is dedicated to making climate change worse and that is the worst thing about them. It would b\xe2\x80\xa6 https://t.co/1KNMWITBp6',0
1.11647E+18,4/11/2019 22:53,b'I have a Bachelor of Arts which doesn\xe2\x80\x99t mean that I am an artist. https://t.co/sPYz4G9qoR',1
1.1164E+18,4/11/2019 18:04,b'RT @ZerlinaMaxwell: When white men criticize identity politics it\xe2\x80\x99s so revealing. \n\nThey literally don\xe2\x80\x99t think about the fact that white is\xe2\x80\xa6',0
1.1164E+18,4/11/2019 17:56,b'Nope https://t.co/K9mo3e8BlF',0
1.11636E+18,4/11/2019 15:33,b'I was hoping my clever tweets would shame headline writers into being more judicious and accurate but I guess I need a new plan.',0
1.11636E+18,4/11/2019 15:28,"b'RT @AnthonyAdragna: Missed this previously: @senatemajldr acknowledged Green New Deal vote was a show vote. \n\n""I don\xe2\x80\x99t intend to spend all\xe2\x80\xa6'",1
1.11616E+18,4/11/2019 1:44,"b""RT @SenWhitehouse: It's a fact that carbon pollution from human activity is changing our climate &amp; harming our economy, health, and environ\xe2\x80\xa6""",2
1.11606E+18,4/10/2019 19:17,"b'RT @washingtonpost: The Lower 48 has already seen two billion-dollar weather disasters this year, and Alaska is baking https://t.co/mFCa91U\xe2\x80\xa6'",1
1.11598E+18,4/10/2019 14:26,b'RT @nytclimate: In the NYT Magazine: Crucial ice roads go prematurely soft. Sled-dog races are canceled. Snowmobilers risk death from falli\xe2\x80\xa6',1
1.11568E+18,4/9/2019 18:24,"b'RT @colinmckerrache: This ship in Gothenburg is being electrified:\n\nStage 1: 1 MWh battery, mostly for docking maneuvers\n\nStage 2: 20 MWh b\xe2\x80\xa6'",1
1.11566E+18,4/9/2019 16:42,"b'RT @gilbertjasono: AIDE: So next week your committee is holding a hearing on Racism, should I call a historian or\xe2\x80\x94\n\nGOP CONGRESSMAN: Get me\xe2\x80\xa6'",2
1.11544E+18,4/9/2019 2:04,"b'RT @joshtpm: To be specific, Trump told the agents to break the law and lie to judges. After Trump left supervisors had to explain that if\xe2\x80\xa6'",0
1.11505E+18,4/8/2019 0:15,b'I am not ok with the Secretary of Homeland Security leaking a bunch of stories about how without her it might have\xe2\x80\xa6 https://t.co/04xRWWkBnQ',0
1.115E+18,4/7/2019 21:13,b'@ChrisMurphyCT @Oprah She didn\xe2\x80\x99t pick up actually but @chrislhayes says it\xe2\x80\x99s cool so I figure we are all set.',1
1.11647E+18,4/11/2019 22:32,"b'.@CatoInstitute calls the #NoBanAct \xe2\x80\x9cinnovative legislation,\xe2\x80\x9d says \xe2\x80\x9c[c]ongressional action is desperately needed to\xe2\x80\xa6 https://t.co/emwYDU877T'",1
1.11639E+18,4/11/2019 17:36,b'I\xe2\x80\x99m committed to doing my part on the Senate Appropriations Committee to scale up this partnership to promote the r\xe2\x80\xa6 https://t.co/iM5FjFZ4gx',2
1.11639E+18,4/11/2019 17:36,"b'Honored to meet with Lucy Meyer, the spokesperson for the @UNICEF &amp; @SpecialOlympics partnership, and @unicefchief\xe2\x80\xa6 https://t.co/NFOM4PUXoJ'",2
1.11633E+18,4/11/2019 13:17,b'RT @MuslimAdvocates: Take 2 minutes. \n\nWatch this video on the power of the #NoBanAct. \n\nBe inspired. \n\nNarrated by our client @ManaKharraz\xe2\x80\xa6',2
1.11615E+18,4/11/2019 1:14,"b'Grateful for the more than 300 faith leaders &amp; organizations who announced support for the #NoBanAct today, saying\xe2\x80\xa6 https://t.co/CDq1PlGWMi'",2
1.11613E+18,4/11/2019 0:00,b'We\xe2\x80\x99re not going to stay silent and we\xe2\x80\x99re not just going to accept the President\xe2\x80\x99s Muslim Ban. \n\nWe\xe2\x80\x99re going to repe\xe2\x80\xa6 https://t.co/balQD1kFe2',0
1.11612E+18,4/10/2019 23:38,b'One way I\xe2\x80\x99m supporting the nonprofit sector is through my bipartisan bill with @SenatorLankford called the LIFT for\xe2\x80\xa6 https://t.co/4vwGTiUQh7',2
1.11612E+18,4/10/2019 23:38,b'Proud to welcome members of @TNPAorg to DC today to discuss how I can help promote their work to protect &amp; strength\xe2\x80\xa6 https://t.co/kaM7wdbQ27',2
1.11609E+18,4/10/2019 21:28,"b'National service can help address many of the issues we face as a country, and as we work to make college more acce\xe2\x80\xa6 https://t.co/MvWUyKSb0g'",2
1.11609E+18,4/10/2019 21:28,"b'I\xe2\x80\x99m inspired by the 3,000 @CityYear @AmeriCorps members across the U.S. who work every day to ensure that every stu\xe2\x80\xa6 https://t.co/Sl9Zeb8Hkq'",2
1.11602E+18,4/10/2019 17:06,"b'RT @voguemagazine: Two congressional Democrats, Sen. @ChrisCoons of Delaware, and @RepJudyChu of California, are proposing a new law to blo\xe2\x80\xa6'",2
1.11602E+18,4/10/2019 16:46,"b'RT @ThirdWayTweet: ""The Saving for the Future Act could provide &gt;$750,000 for retirement &amp; emergencies for a typical high school-educated w\xe2\x80\xa6'",2
1.11602E+18,4/10/2019 16:29,b'Grateful to have the opportunity to meet with the Wilmington Housing Authority to talk about federal funding for HU\xe2\x80\xa6 https://t.co/nJqXjfhFak',2
1.11601E+18,4/10/2019 16:18,"b'RT @RepJudyChu: At the Pentagon, Abbas works to keep us safe. In Turkey, his wife waits for a visa that will never come. They are one of ma\xe2\x80\xa6'",2
1.11601E+18,4/10/2019 16:12,"b""RT @Morning_Joe: This morning, @ChrisCoons previewed a bill he will introduce today aimed at repealing the president's Muslim ban https://t\xe2\x80\xa6""",1
1.116E+18,4/10/2019 15:32,b'These prizes honor significant contributions in science that improve our understanding of the world and our quality\xe2\x80\xa6 https://t.co/K5FW0ZdCT0',2
1.116E+18,4/10/2019 15:31,b'Great to host 2018 @NobelPrize and @KavliPrize Laureates here in the Senate with @SenAlexander and @theNASEM https://t.co/9qzJvWvpMO',2
1.11599E+18,4/10/2019 14:45,"b'As always, so proud of and grateful for my friend @chefjoseandres who is working with @WFP to provide aid to those\xe2\x80\xa6 https://t.co/4jCtrxDLqt'",2
1.11599E+18,4/10/2019 14:39,"b'Honored to #BandTogether with @RepJudyChu, @RepAndreCarson, @RepRashida, @Ilhan, &amp; @RepDonBeyer to #RepealTheBan.\xe2\x80\xa6 https://t.co/29lYQBvt41'",2
1.11598E+18,4/10/2019 14:10,"b'Proud to have the support of nearly 400 civil rights, faith, national security and community organizations, as well\xe2\x80\xa6 https://t.co/Pf9UjMpvHy'",2
1.11597E+18,4/10/2019 13:32,b'RT @MPower_Change: Happening now: @ChrisCoons and @RepJudyChu speaking at a press conference now to introduce the NO BAN Act. Let\xe2\x80\x99s support\xe2\x80\xa6',1
1.11645E+18,4/11/2019 21:26,b'I support the men and women at @StopandShop who are standing up and fighting back against big cuts to their health\xe2\x80\xa6 https://t.co/eROXkIYz1G',2
1.11643E+18,4/11/2019 20:04,"b""It's time for colleges and universities take more responsibility for whether students actually graduate and enter t\xe2\x80\xa6 https://t.co/k7MwaC1oGy""",0
1.11643E+18,4/11/2019 19:49,"b'RT @ThirdWayTweet: Much focus has been on for-profit colleges. But when I say the government has failed students, I mean we have failed stu\xe2\x80\xa6'",0
1.11643E+18,4/11/2019 19:46,"b'Speaking now at @ThirdWayTweet to lay out my vision for a smarter, more accountable higher education system in Amer\xe2\x80\xa6 https://t.co/PnBzwBPAoQ'",1
1.11641E+18,4/11/2019 18:40,b'If the ACA is overturned in court 20 million people could lose insurance. Protections for pre-existing conditions w\xe2\x80\xa6 https://t.co/geekYO1FSb',0
1.1164E+18,4/11/2019 17:53,"b'RT @bridgewriter: As @ChrisMurphyCT warned: \xe2\x80\x9cNo matter what kind of hoops you jump through to try to contort the 2001 AUMF to cover ISIS, y\xe2\x80\xa6'",1
1.1164E+18,4/11/2019 17:52,b'RT @SteveRattner: A whopping 37% of Harvard College\xe2\x80\x99s Class of 2022 is comprised of legacy students (i.e. a close family relative attended\xe2\x80\xa6',0
1.1164E+18,4/11/2019 17:48,b'RT @KamalaHarris: Our children shouldn\xe2\x80\x99t go to school worried they will have to run for their lives from an active shooter. \n\nWe need leade\xe2\x80\xa6',0
1.11639E+18,4/11/2019 17:09,"b'Thank you, Celeste! Grateful to the survivors who have made it their mission to keep our country safe from gun viol\xe2\x80\xa6 https://t.co/tSSPJAUP71'",2
1.11636E+18,4/11/2019 15:24,"b""It's pretty simple - when the government spends taxpayer money we should be buying American-made products. It's tim\xe2\x80\xa6 https://t.co/uvLqaRqfmc""",0
1.11633E+18,4/11/2019 13:33,"b""It's time for Senators to stand on the side of women, not the NRA, and reauthorize the Violence Against Women Act \nhttps://t.co/C47fxruASd""",0
1.11608E+18,4/10/2019 20:59,"b""Betsy DeVos could prohibit the use of taxpayer funds to arm teachers, but she won't. Congress should do it for her\xe2\x80\xa6 https://t.co/yLOdfWaiZX""",0
1.11606E+18,4/10/2019 19:30,"b'RT @CrisisGroup: What lessons should Washington learn from 4 years of war in #Yemen?\n\nJoin us on Thursday, April 11 at 11.30 am for a panel\xe2\x80\xa6'",1
1.11603E+18,4/10/2019 17:40,"b""If there's one area where Democrats and Republicans agree when it comes to #Brexit, it's the need to protect the Ir\xe2\x80\xa6 https://t.co/X63uhUFSlT""",2
1.11601E+18,4/10/2019 16:17,b'20 million people could lose their health insurance. Protections for people with pre-existing conditions could be g\xe2\x80\xa6 https://t.co/GDqtgP7LF7',0
1.116E+18,4/10/2019 15:13,b'In hearing on college accountability. @SenatorBraun asking questions now wearing a jacket but no tie. Mind blowing.\xe2\x80\xa6 https://t.co/9gez0Mbils',1
1.11598E+18,4/10/2019 14:26,"b'If Trump wants to limit the number of people seeking asylum from central American countries, cutting humanitarian a\xe2\x80\xa6 https://t.co/OetszqkxsK'",0
1.11574E+18,4/9/2019 22:24,"b'RT @CMcBinDC: Sen. @ChrisMurphyCT says of the FY20 budget request for @StateDept, \xe2\x80\x9cI just think it\xe2\x80\x99s bananas.\xe2\x80\x9d Tells @SecPompeo the proposa\xe2\x80\xa6'",0
1.11574E+18,4/9/2019 22:23,"b'RT @jstreetdotorg: ""The idea that the world doesn\'t know, two-and-a-half years into this administration, whether America still stands for a\xe2\x80\xa6'",1
1.11572E+18,4/9/2019 20:46,"b""RT @ThirdWayTweet: Don't forget our @ThirdWayEDU event this Thursday with @ChrisMurphyCT!\n\nRSVP here: https://t.co/vGClZxS6hj""",1
1.11646E+18,4/11/2019 22:15,"b'RT @nowthisnews: \xe2\x80\x98Mr. General, you put your conclusion out there, and now you refuse to talk about any basis of your conclusion.\xe2\x80\x99 \xe2\x80\x94 Sen. @C\xe2\x80\xa6'",0
1.11645E+18,4/11/2019 20:58,"b'ICYMI: Read my op-ed with @GerryConnolly on the dangerous implications for Israel, the Palestinians, and the United\xe2\x80\xa6 https://t.co/GFh0EImvEO'",1
1.11644E+18,4/11/2019 20:39,"b""Attorney General Barr was quick to tell the world that President Trump wasn't guilty of obstruction of justice\xe2\x80\x94desp\xe2\x80\xa6 https://t.co/hvSnnrsiNz""",1
1.11641E+18,4/11/2019 18:40,"b'Our Interior Secretary must protect our public lands, wildlife, and the environment. Yet, David Bernhardt continues\xe2\x80\xa6 https://t.co/aM43N5h2Q3'",0
1.11635E+18,4/11/2019 14:23,"b'RT @AFTunion: \xe2\x80\x9cEvery child in America, no matter where they live, deserves a high quality education. But in order to make that promise real\xe2\x80\xa6'",2
1.11634E+18,4/11/2019 14:14,b'Today I\xe2\x80\x99m introducing the #KeepOurPACTAct to finally provide the promised resources to all our students. Watch live\xe2\x80\xa6 https://t.co/vcVN0mjglU',2
1.11603E+18,4/10/2019 17:36,"b""RT @atrupar: SEN @ChrisVanHollen: You concluded Trump didn't obstruct justice. Do you agree with Mueller that the 'evidence presents diffic\xe2\x80\xa6""",1
1.116E+18,4/10/2019 15:17,"b'From the Mueller report to the Department of Justice\xe2\x80\x99s attack on the Affordable Care Act, Attorney General William\xe2\x80\xa6 https://t.co/QJvhwxwzFP'",1
1.11598E+18,4/10/2019 14:05,"b'RT @jdakwar: After @SecPompeo refused to affirm support for a two-state solution, @ChrisVanHollen asked would the secretary support Palesti\xe2\x80\xa6'",0
1.11576E+18,4/9/2019 23:18,"b""RT @IsraelPolicy4m: WATCH: Sen. @ChrisVanHollen questions Secretary of State Pompeo on the Trump administration's position on two states an\xe2\x80\xa6""",1
1.11573E+18,4/9/2019 21:22,"b'After asking multiple times, @SecPompeo refused to tell me if the United States would oppose @Netanyahu\xe2\x80\x99s plan to u\xe2\x80\xa6 https://t.co/Kqi2MQO0t4'",0
1.11565E+18,4/9/2019 16:04,"b'Today, the Senate Judiciary Committee held a hearing on a draconian bill that would impose a federal 20-week aborti\xe2\x80\xa6 https://t.co/astm4l2UZG'",0
